scorer,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar
labeled-data/2019-11-14_2_CR017_eye/img07309.png,138.1243519990757,100.64125243605122,137.2111935169971,117.99126359554523,130.1342152808877,108.8596787747589,146.11448871726375,110.22941649787685,138.35264161959537,68.45241594277942,130.59079452192702,160.6814226327213
labeled-data/2019-11-14_2_CR017_eye/img07336.png,137.50813991362278,101.02690262290116,136.1224750076779,120.42621130612979,127.57754142101766,109.57183620956138,145.8221293492922,111.88127771946955,138.79913364484432,64.37586677087313,131.6155361923608,161.75352112676052
labeled-data/2019-11-14_2_CR017_eye/img07662.png,127.93385871434502,99.21494666859286,125.38550946203257,116.79855650954886,119.26947125648265,107.36966427599275,134.81440169558869,109.66317860307396,140.16593512544483,62.00904758483091,127.93385871434502,163.17851290163568
labeled-data/2019-11-14_2_CR017_eye/img07770.png,128.3263433217092,99.84396420903863,126.49604456184522,118.14695180767866,119.69779202520749,108.21104425413122,135.38606710975608,109.77987176258608,139.8310783837115,62.976517760349424,125.23011623459772,164.1480536109217
labeled-data/2019-11-14_2_CR017_eye/img07957.png,129.06807786683768,99.24267323936408,127.12496156194945,117.94516767391352,119.10960680428539,108.22958614947225,137.08343262450174,109.68692337813843,141.94122338672236,65.48102744193068,126.02829372931805,163.3498761162013
labeled-data/2019-11-14_2_CR017_eye/img08081.png,134.36294669380763,100.53524376168545,132.11190485426494,119.66909939779819,123.38911772603709,110.38355180968466,141.3974524423785,111.22769249951315,141.6788326723213,61.142011569688634,127.89120140512242,163.00165480899472
labeled-data/2019-11-14_2_CR017_eye/img08357.png,127.53104416520726,100.47349541792039,125.34479330170183,117.47766880074047,118.7860407111855,107.76099829627185,133.11812970527671,109.70433239716557,139.67688229579304,64.27889778877477,125.83062682692525,162.41726988390784
labeled-data/2019-11-14_2_CR017_eye/img08653.png,130.04247866005775,102.58981669685045,128.1669352836138,119.00082124073495,120.89920469989353,109.85754728057073,137.31020924377805,112.20197650112566,141.5301818407769,65.07894916797159,130.98025034827972,165.18607688566703
labeled-data/2019-11-14_2_CR017_eye/img08844.png,131.20077941071088,102.36846250506775,129.6213337803714,119.2910942587052,122.62664598886792,109.81442047666823,137.96983211216588,111.84513628710472,140.00054792260238,63.33359192667737,128.7187934201774,164.86938244850205
labeled-data/2019-11-14_2_CR017_eye/img08961.png,130.61633309595743,100.3290132893811,128.90416094205995,117.45073482835545,121.77011030082066,108.31915000756912,137.46502171154714,110.60204621276571,140.03327994239328,61.519777801039226,126.05054068556426,161.11112475274007
labeled-data/2019-11-14_2_CR017_eye/img09142.png,123.02528877510893,100.57520771792879,121.22286258519209,114.99461723726347,115.04311564833438,107.26993356619131,129.20503571196667,108.29989138900093,139.76210339576528,61.69429990686564,126.88763061064502,162.11518763080358
labeled-data/2019-11-14_2_CR017_eye/img09410.png,127.83323044142801,96.69585034207255,125.49724362680826,119.58852112534618,114.98530296101936,107.90858705224738,136.7099803369831,110.24457386686714,139.98036187745078,61.4224494413142,130.8173586976404,164.1480536109217
labeled-data/2019-11-14_2_CR017_eye/img09432.png,118.87257116949591,95.70690501504235,115.78800676200936,116.63787778012961,108.95789985971773,104.96059823750198,127.02463424642463,107.1638585285638,136.71897952709662,63.31897873643365,125.92300410089372,161.36406168868447
labeled-data/2019-11-14_2_CR017_eye/img09733.png,136.83261964475062,103.57754804407116,134.27099774008235,117.15414413881294,127.61078078794489,110.75008937714229,142.46818783502079,112.03090032947642,142.21202564455396,63.103921950312696,129.66007831167948,163.77566280377522
labeled-data/2019-11-14_2_CR017_eye/img10539.png,132.026097488601,101.70671460391257,131.0545393361569,118.46609273357376,123.76785319282594,109.23629028535456,138.5841150175989,110.20784843779869,140.52723132248713,62.35860942992545,128.6256439550466,165.34377358900286
labeled-data/2019-11-14_2_CR017_eye/img10828.png,131.96053224504496,103.95228811068466,130.36250490140736,118.10624458290347,123.0572370447783,109.65952862367612,137.2111935169971,111.9424248288727,141.09211706583127,61.26212907350859,127.85131907569112,165.13390640995306
labeled-data/2019-11-14_2_CR017_eye/img11224.png,142.61244397986388,103.53430574269595,140.3667112012635,119.5039610571874,131.3837800868621,111.02008167136381,149.84869404424282,112.76676272138631,143.6105474370196,62.86158986360056,133.3799870011735,164.6681424934835
labeled-data/2019-11-14_2_CR017_eye/img11426.png,113.93176560766702,91.59551513070213,110.4277853857374,115.65617932128563,100.85023944579638,101.64025843356708,123.97650891053198,106.77942942573056,143.36519947187597,61.92848258503122,131.6852653987772,164.01110638391464
labeled-data/2019-11-14_2_CR017_eye/img11674.png,126.78516805717248,102.30010834543538,125.24023132295804,116.46202840906766,118.54550547469552,108.22236582659069,132.70742553832778,110.53977092791234,142.2345353993168,62.13175325586019,130.64750989270854,164.0975777140126
labeled-data/2019-11-14_2_CR017_eye/img11915.png,127.79689970387491,100.17148751632091,125.66996572426302,116.477981360012,119.76181578089668,107.97024544156447,134.4140276404452,110.56983141664566,140.79482957928084,63.540957867449634,129.68750768575214,164.92481089561593
labeled-data/2019-11-14_2_CR017_eye/img12147.png,137.29063266406064,104.4487914900102,135.3475163591724,120.72239054344931,128.3037197539525,110.76391948089702,143.8486501930585,113.43570440011837,143.1199815787254,62.428901396801734,130.7326151350628,166.6285132464343
labeled-data/2019-11-14_2_CR017_eye/img12203.png,135.6886527245515,104.27797245419112,134.15964317316403,119.05839811760339,127.53393511715163,111.413350360666,141.54985600487018,112.43269006159099,137.72733212640148,61.46570501534174,128.04360496761413,165.4383545096902
