scorer,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia
labeled-data\2015-11-24_3_SS047_eye\img48486.png,,,,,,,,,207.64013671875,112.25509643554688,205.68565209559267,146.08820703734835
labeled-data\2015-11-24_3_SS047_eye\img48489.png,,,,,,,,,124.50395400504385,158.57769905127893,126.583984375,207.78018188476562
labeled-data\2015-11-24_3_SS047_eye\img54982.png,197.03908070133303,107.65900084063884,200.4016362435451,160.4991593611144,169.65827128617752,137.4416356430887,226.34135042632408,134.0790801008766,171.579731596013,66.3476041791761,177.82447760297828,246.00414314879305
labeled-data\2015-11-24_3_SS047_eye\img56590.png,,,,,,,,,138.91490632880993,151.85258796685477,138.43454125135105,169.6260958328329
labeled-data\2015-11-24_3_SS047_eye\img61784.png,201.36236639846288,102.37498498859128,204.72492194067496,160.97952443857326,174.94228713822508,132.6379848685,233.06646151074824,127.83433409391134,179.26557283535493,57.70103278491649,178.78520775789605,250.80779392338175
labeled-data\2015-11-24_3_SS047_eye\img63660.png,199.92127116608629,106.21790560826221,203.7641917857572,159.0580641287378,177.34411252551945,133.11834994595887,227.78244565870068,129.7557944037468,173.98155698330734,56.25993755253984,176.86374744806056,254.6507145430527
labeled-data\2015-11-24_3_SS047_eye\img64997.png,195.59798546895644,97.09096913654372,201.36236639846288,159.0580641287378,168.69754113125978,131.19688963612342,227.78244565870068,126.8736039389936,171.09936651855415,52.41701693286893,167.2564458988832,252.24888915575838
labeled-data\2015-11-24_3_SS047_eye\img65866.png,,,177.82447760297828,161.45988951603215,136.8929443359375,118.93820190429688,224.90025519394743,119.18776269965167,170.0503692626953,97.81764221191406,171.579731596013,197.96763540290618
labeled-data\2015-11-24_3_SS047_eye\img67604.png,195.11762039149755,100.4535246787558,196.5587156238742,161.45988951603215,167.73681097634204,132.15761979104116,228.2628107361595,129.27542932628793,172.06009667347186,59.14212801729309,173.5011919058485,246.48450822625193
labeled-data\2015-11-24_3_SS047_eye\img67789.png,,,,,,,,,168.21717605380093,130.71652455866453,170.05313110351562,169.31167602539062
labeled-data\2015-11-24_3_SS047_eye\img71710.png,,,195.11762039149755,151.37222288939589,,,,,166.29571574396545,121.58958808694604,168.21717605380093,183.07631800168124
labeled-data\2015-11-24_3_SS047_eye\img74297.png,,,,,,,,,162.93316020175337,118.70739762219281,162.93316020175337,129.7557944037468
labeled-data\2015-11-24_3_SS047_eye\img74379.png,,,,,,,,,146.60074756815183,158.57769905127893,147.0811126456107,170.58682598775064
labeled-data\2015-11-24_3_SS047_eye\img75356.png,,,,,,,,,,,,
labeled-data\2015-11-24_3_SS047_eye\img75383.png,,,,,,,,,166.29571574396545,134.0790801008766,166.77608082142433,159.53842920619667
labeled-data\2015-11-24_3_SS047_eye\img78208.png,192.23542992674436,87.48366758736634,200.4016362435451,158.09733397382007,159.5706046595413,122.55031824186378,229.70390596853616,118.22703254473396,169.65827128617752,56.74030262999872,168.69754113125978,248.8863336135463
labeled-data\2015-11-24_3_SS047_eye\img79967.png,,,,,,,,,160.53133481445903,134.5594451783355,161.01169989191789,162.90098474840875
